speed;service;flavour;review
10;9;9;1 puanı lahmacunun yanında yazan soğan ve salata gelmediği için kırdım. Ama adana ve lahmacunun lezzeti çok güzeldi. Ellerinize sağlık.
9;10;10;Her şey süperdi ellerinize saglik. Kurye arkadaşı kibarligindan oturu tebrik ediyorum.
10;10;10;Lahmacun dışında herşey çok iyi.
10;10;10;Elinize sağlık teşekkürler.
10;10;10;Yemek çok lezzetli, servis çok hızlıydı restoran ve kurye arkadaşa teşekkürler.
10;10;10;Her şeyiyle mükemmel.
10;10;10;Çok kisa bir zamanda geldi. Kocaman bir poset ve ici meze doluydu inanamadim. Lezzeti harikaydi gercekten kebap yedigimi hissettim. Getiren arkadas abdullah beye de kibarligi ve nezaketi icin ayrica tesekkur ediyorum. Kesinlikle tavsiye ederim.
10;10;10;İlk siparişimdi lezzet servis ve hız süperdi kebap ve lahmacun çok sıcak geldi. Paketleme iyidi. Herşey başarılı. Teşekkürler.
9;7;7;Mumbar çok iyi.
9;10;9;Yemekler sıcak geldi ve güzeldi.
10;10;10;Servis çok hızlı, yemeğin yanındaki yeşillik gayet bol ve lahmacunu çok iyi şiddetle tavsiye ederim...
10;9;10;Siparişimde ayran eksik geldi ama olsun.
10;10;10;1 hafta içinde 3. Siparişimizi verdik. Pandemi zamanı yemeksepeti sayesinde sur ocakbaşını keşfettik. Bizce fatih bölgesinin en lezzetli kebapçısı. Paket servisleri bile o kadar lezzetli ki lokantalar açılınca ilk işimiz bizzat yerinde lezzetleri tatmak olacak. Ellerine sağlık...
8;8;6;Çiğ köfte çok kötüydü. İyi yoğrulmamıştı. Lahmacun ve büryan iyiydi.
10;10;10;Gerçekten lezzetli, kaliteli hizmet.
10;10;10;Böylesini yemedim ne zaman kebap söylesem en iyisi burası baska yerde yemem kuryede çok kibardı.
10;9;9;Hız ve servis süper lezzet olarak idare eder çok teşekkürler.
10;10;10;Gençlik yıllarımdan beri lezzetinden ödün vermeyen sur pakette de yine aynı kaliteyi korumuş.
10;10;10;Çok çoook iyiydi. İlginize teşekkürler.
10;10;10;Kurye arkadaşa teşekkür ediyorum. Çok hızlıydı ve güler yüzlüydü.
10;10;10;Hız efsane sipariş 15 dk da geldi, servis salata vs cok iyiydi.
9;9;10;Çok lezzetli doyurucu ve mezeleri özellikle aşırı güzeldi.
10;10;10;Lezzetliydi. Elinize sağlık.
9;10;9;Çorba biraz tuzluydu. Onun dışında her şey çok güzeldi. Elinize sağlık.
10;10;10;Hızlı, sıcak ve lezzetliydi.
8;10;10;Dürüm gerçekten çok lezzetliydi. Kurye de çok kibardı, kendisine ayrıca teşekkür ederim.
9;8;6;Pide muhtemelen fırından çıktığı gibi yense güzeldir ama gelinceye kadar kaşar sünmüş, hamur kısmı yumuşamış.
10;10;10;Meslektaşım kurye arkadaşa teşekkürler ediyorum hızlı geldiği için pide efsaneydisiteler çıkmazı.
10;10;10;Çok lezzetli elinize sağlık.
7;8;9;Hızı ortlama çok hızlı değil yani. Birde yanına yolladığınız turşular gerçekten kötü halde. Belli ki suyundan çıkardıktan sonra dışarda çok bekletiyorsunuz. Böyle yollayacaksanız yollamasanız daha iyi en azından hiçbir şey olmaması kötü bir şey olmasından iyidir.
10;10;10;Herşey çok lezzetliydi ve çok sıcak geldi. Teşekkürler.
10;8;9;Pideler eskiye nazaran küçülmüş ve içi daha az geldi ama lezzetli.
10;10;10;Çok lezzetli.
10;10;10;Hayatımda yediğim en güzel pideydi. Ellerinize sağlık..
10;10;10;İndirimde fiyat performans mekanlardan.
8;8;8;Lezzetliydi.
10;10;10;Çok lezzetli sıcak.
1;2;2;Pek tavsiye etmiyoruz çok geç geliyor.
10;10;10;Muhteşem bir lezzet mutlaka denemelisiniz.
10;10;9;Güzeldi.
10;10;10;İlk defa sipariş verdik, çok memnun kaldık. Hem sıcak hem çok lezzetli geldi. Bundan sonra pide siparişlerimizi doğrudan buradan vereceğiz. Teşekkürler.
1;1;1;Soguk ve lezzetsiz geldi gec geldi.
10;10;10;Harikasınızzz.
10;10;10;Gayet iyiydi her şey lezzetli ve sıcacıktı bol malzemeliydi son olmayacak.
10;10;10;10 numara 5 yıldız idi pideler. Herşey çok güzeldi. Kurye arkadaşta samimiydi. Kesinlikle öneriyorum burayı.
9;9;9;İyi.
10;10;9;Elinize sağlık gayet lezzetliydi...
9;10;8;Iyidi.
1;6;9;Sipariş 1 saatte geldi vadedilen sürenin çok üstündeydi haliyle soğuktu tadi güzeldi.
9;10;10;Lezzetliydi.
10;10;10;Super.
10;10;10;Süperdi ve çok hızlıydı teşekkürler.
8;4;8;Peçete koyma imkanınız yok mu.
8;10;10;Servis süresi uzunda sürse lezzeti süper, bu civarlarda pidede tek geçerim. Haa sütlacınıda mutlaka deneyin.
10;7;7;Normal pide işte. Beklentiler yüksekti ama kötü de değil.
10;10;10;200. Müşteri olduğumuz için bize hediye göndermişler çok mutlu olduk yediğim en değişik hamburgerdi teşekkür ederiz.
10;10;10;Burger ve patates kızartması gayet başarılı. Özellikle yanda yollanan baharatlarla beraber patates kızartması çok güzel oluyor. Nuggetlar diğer ürünlerin yanında zayıf kalmış. Burger ise doyurucu ve lezzetli. Yalnızca fazla dolu olmasından ötürü biraz taşabiliyor. Fiyatını sonuna kadar hak ediyor.
10;10;10;Ben ömrümde bu kadar hızlı burgerci görmedim brava.
10;10;10;Eğer 3 dikek hakkım olsa 3ünden de burdan yemek söylerdim. Harika.
1;2;2;Çok yavaş.
9;7;7;Servis olarak peçete ıslak mendil konulabilir. 2 defa hamburger siparişi vermeme rağmen hiç bir şekilde peçete yada ıslak mendil kutudan çıkmadı. Lezzet olarak hamburger güzel.
5;9;9;55 dakikada gelmesi dışında iyiydi.
7;9;10;Süpersiniz. Notlar dikkate alınmış. Ana yemek yanında salata olmaması üzdü beni yazmıştım, salata bile göndermişler :))) çok şanslı hissettim sizi keşfettiğim için kendimi. Bundan sonra 2 3 adresten biri benim için bu mekan :) helal olsun. Başarılar...
10;10;10;Yine aynı yerden siparış verdimhiç bir değişiklik yok lezzetli yemekleriniz için teşekkür ederim harikasınız elinize saglık.
10;10;10;Gaşuk black burger yedik ve çok beğendik patatesler de çok lezzetliydi ve porsiyon miktarı iyiydi bayağı karnımız doydu. Tek sorun paketleme hamburgerler terlemişti onu da hallederseniz harika olur. Yeni burger adresimiz.
10;9;9;Sos ile sooğanı biraz fazla olmuş, dengeli değildi. Onun dışında lezzetli.
10;10;10;Süperdi.
9;9;10;Sürekli sipariş verdiğimiz yer yerine gaşuk dan sipariş verdik iyi ki de vermişiz, çok kibar servis elemanları var, muhteşem lezzet, notları dikkate alıyorlar, porsiyonları yeterli, ancak hepsinden önemlisi çok lezzetliler, tek önerim patates ve burger kaplarını delikli yaptırırlarsa terleme olmaz.
10;10;10;Gerçekten oldukça lezzetliydi, patatesler birazcık soğuktu ama o da lezzetliydi.
10;10;10;10/10/10 kendini açıklıyor bence.
10;10;10;Mushroom ve meksika burger söylemiştik ikisi de efsaneydi tat sos oranı güzeldi tavsiye ederim bir burger rahatlikla bir kişiyi doyurur porsiyonları güzel hızlı geldi ve fiyatları uygun.
10;10;10;Bir galatasaraylı için hagi snaijder, bir fenerli için alex, bir beşiktaşlı için sergen neyse bu hamburger de o klasmanda. Tebrikler hem doyurucu hem lezzetli bol bol düşünmeden gaşuklaşayabilirsiniz.
10;10;10;Süper siniz bozmazsanız kral olusunuz devam.
10;10;10;Hamburgerleri bayaa büyük ve doyurucu hız süper teşekkürler.
10;10;10;Gerçekten iyisiniz çok teşekkür ederim çoktandır bu kadar güzel burger yememiştim bozmayın kendınızı başarırsınız müdaviminiz olacagız bundan sonra mutlaka denenmeli.
10;5;10;Lezzet süper ötesi :) ama keske peçete koysaydınız :)) bol kazançlar.
10;10;10;Hızlı, sıcak ve lezzetli.
9;10;10;Uygun fiyatlı ve güzel servis.
10;10;9;Hamvurger çok iyi hız çok iyi patates porsiyonu çok kücük kapları değiştirin benceğ.
10;10;10;Gayet basarili black burger.
10;10;10;Yediğim nadir lezzetlerden birisi daimi müşterisi olacağım mükemmel hamburger muhteşem wrap tebrikler gaşuk devam.
10;7;8;Bu lezzete boyle servis yakismamis, acil olarak kendi kaliteli paketlerinizi almanizi oneririm. Patateslerinizi daha kaliteli tercih etmelisiniz. Koftenizde baharat biraz fazla, beni rahatsiz etmedi ama esim baharattan dolayi bitiremedi. Bunu ve pisme derecesini opsiyonel olarak sectirebilirsiniz.
10;8;9;Öncelikle hayırlı olsun, burgerleri beğendim lezzetli ve doyurucuydu fiyatıda uygundu bence. Ancak bir eleştiri var sunum şeklinizi acil değiştirmelisiniz o köpük kap ve kantinci patso kağıtları bu lezzete yakışmıyor. Ayrıca mini burgerlere kürdan koymayın az daha ısırıyordum burgerde saklanmışgibydi.
10;10;10;Hamburgeri çok başarılı. Sadece paketleme için kullandığınız üründe belirli yerlerinden delikler açarsanız nemlenmeyi ve ıslaklığı önlersiniz. Patatesler bu sebeple yumuşamıştı. Kurye çok nazikti.
9;9;9;Hızlı servis özenli paketleme hamburger ve patso güzeldi teşekkürler.
10;10;5;Ayran çok kötüydü, icemedik malesef.
10;10;9;Pilav gayet lezzetliydi. Ayrica gayet zamaninda geldi. Ellerinize saglik. Yanindaki ikraminiz icinde tesekkur ederiz:).
8;10;10;Sunum da tat da güzeldi. Bir de ufak ikram yollamışlar sağolsunlar. Kuryeye de nazik tavrı için ayrıca teşekkür ederim.
9;8;9;Salata gelmedi ama pilav, servis her şey gayet yerindeydi.
9;5;8;Nothut olmamasını istememe rağmen nohutlu geldi pilavlar notlara dikkat ederseniz sevinirim.
10;10;10;Diyeti bozduracak kadar çok güzel :).
7;9;10;Siparişim geç gelsede lezzeti harikaydı ve malzemeside bol kullanılmıştı elinize sağlık.
9;10;8;Tadı güzeldi ama körinin soslu olmasını dilerdim. Yine de iyi başarılı sipariş verebilirsiniz.
10;10;10;Salatası pilavı ayranı herşeyi harika bayıldım kesinlikle denenmeli.
10;10;10;Ellerinize sağlık gerçekten harikaydı. Tadı hala damağımda :).
10;10;10;Lezzet servis ve teslimat mükemmel. Aldığı parayı tüm anlamıyla hakediyorlar. Teşekkür ederim.
9;9;9;İyi.
10;10;10;Her şeyiyle çok güzeldi, her şeyi de güzeldi. Teşekkürler.
10;10;10;Gayet lezzetli müşteriye karşı ilgili ve kibar kurye dostuma teşşekur ederim.
10;10;10;Ellerinize sağlık gerçekten çok güzeldi minik hediyeler ve not için teşekkürler.
10;10;10;Tavuklu pilav ve ayran söyledim, tadı gayet güzeldi açıkçası ve çok çabuk geldi. Not kısmında turşu istediğimi belirtmiştim onu da göndermişler. Ayrıca yanındaki küçük ikramları da gayet güzeldi.
9;10;10;Pilavın lezzeti özellikle çok iyiydi. Herşey istediğim gibi geldi.
10;10;10;Çok güzeldi elinize sağlık.
10;10;10;Cok lezzetli ve cok hizli geldi tavsiye ederim.
10;10;10;Çok güzeldi ikramlar için kurye dostuma teşekkürler.
7;7;7;Siparişi kendiniz ısıtınca güzelleşiyo ama gelişi buz gibi. Valla bu kadar kısa sürede bu kadar soğuk getirmek de bir yetenek tebrikler.
10;8;8;Ekmek yoktu.
6;6;6;Kuryeyle alakalı bir sorun değil hız, restorandan çıkışında sıkıntı. Porsiyonda az tavuk var.
10;10;5;Ellerinize sağlık..
1;1;1;Buz gibi pilav geldi bukadar puani nasil tutuyorlar bilmiyorum servis desennsular icinde yağmur filanda yağmıyordu.
10;10;7;Bukadar hizli getirip bu kadar soguk getirmek beceri ister.
10;10;7;Etin lastik gibi olması dışında 10/10.
6;6;4;Daha iyisini daha ucuza yedik. Sutlavanin içinde fıstık olur. Sizinki sütlü lavaş gibi olmuş. Üzerine cikolata koyunca sutlava mi oluyo?
10;10;9;İkram için teşekkürler. Rulo pasta bayağı ufak, ikramınızla tamamladık porsiyonu.
10;10;10;Minnos ikramlari icin tsekkurler.
10;10;10;Muhteşem.
9;10;10;Sütlavalar efsane hız bir tık daha belki artabilir. Ama lezzet ve servis çok güzel.
1;1;1;Yazık hersey hamurdu birde dökülmüş dagılmış.
10;10;10;İnanılmaz lezzetli ve inanılmaz hızlı. Sütlavayı ilk defa denedim ve bayıldım. Red velvet de çok başarılıydı.
10;10;10;Bu zamana kadar gördüğüm, tatdığım en güzel tatlı. Ellerinize sağlık. Sunum paket hız herşey harika çok teşekkürler.
10;8;7;Hani baklava hamuru fln deyince birşey çıkacak sanmıştım. Pişmemiş, zaten yufka kıvamı olmuş hissi var, kusura kalma. Yarattığın beklentiye cevap vermiyor. Yufkasını geçelim, tadı güzel sanki.
9;7;10;Siparişim sütlü çikolatalı antep fıstıklıydı ama beyaz çikokatalı geldi. İade etmedim karlı diye. Bu konuda biraz daha özen gösterilmeli. Lezzet olarak her zaman harika ona diyecek laf yok.
10;10;10;Muhtesemdi muhtesem sadece rulo pasta olmasi gerekenden cok cok kucuk onu biraz buyutebilirsiniz ama zaten lezzet konusunda eksiksiz.
8;10;10;Hem ekleri hemde tatlısı efsaneydi çok sevdik.
9;10;10;Red velvet her zamanki gibi muazzam.
10;10;10;Ozelikle red velvet magi asiri asiri iyiydi, diger restoranlar gibi icine kremasanti koyup gondermiyorlar. Acildigi gunden beri cizgidini bozmayan tatlici.
10;9;9;Başarılı.
10;10;10;Tat inanılmaz bir tat ama keşke tatlıların marjinalliği gibi kutular da biraz güzel olsa.
10;10;10;En az 20 defa gidip yerinde yedim, ilk kez eve sipariş veriyorum. Her zamanki gibi harika.
9;9;9;Denenmesi gereken bir lezzet.
10;10;10;Güzel hızlı.
10;10;10;Bir muzlu rulo pasta canavarı olarak söyleyebilirim ki tadı güzel ama porsiyonu küçük geldi! Standart fiyat büyük porsiyon yaparsanız daha iyi olur bence :) yine de lezzetliydi, ekler de aynı şekilde lezzetliydi.
10;10;10;Arkadaş kuryesi boşta olmadığı için yürüyerek getirmiş buna ancak 10 verebilirim.
10;10;10;Sütlavalarınıza zaten aşıktım. Bu sefer eklerde söyledim gerçekten enfesti. Özellikle tazeliği ve kremasına bayıldık.
8;9;9;İkram için teşekkür ederiz son derece lezzetliydi:).
9;9;2;Güllaçtan farkı yok bence. Yufkası baklava hazzı vermiyor. Zorlama bir ürün.
5;10;10;Biraz bekledik ama beklediğimize değdi teşekkürler.
1;1;1;Çok geç geldi servis özensiz tadıda eh işte parasına değermi bilinmez.
5;10;8;F/p güzel. İkramlar için teşekkürler.
10;10;10;Her bir çeşidi ayrı lezzetli. Elinize sağlık!
-;10;10;Lezzet, paketleme ve ikram için teşekkürler harikasınız.
-;10;10;Yedigim en guzel sekersiz brownie sizinki. Yemeksepetinde de en iyisi. Ikramlar da harikaydi. Cok cok basarili. (bir de fit brownie nin icerigini belirtirseniz iyi olurdu. ).
-;7;8;Daha sıcak servis edilmeli.
-;10;9;San sebastian baya iyidi sadece kahveli eklerde cok kahve tadi yok ama onun disinda hersey mukemel.
-;10;10;Cookieler istanbulda en lezettli cookies olabilir. İngliterdeki cookies leri çok benzedi.
-;10;4;Ürünün paketlenmesi servis şekli güzeldi fakat frambuazlı cheesecake beklentimizi karşılamadı. Dondurucudan yeni çıkmış buzlu dondurma sertliğindeydi. Tat olarak beğenmedik ve yiyemedik. San sebastian kıvam olarak güzeldi. Tadı mükemmel olmasada tatmin etti.
-;10;10;Beyaz çikolatalı brownie ve limonlu cheesecake süper!
-;10;10;Ufak hediyenize bayıldım herşey çok güzeldi.
-;10;10;Çok güzeldi.
-;10;7;Soğuktu ve tadı gerçekten kötüydü bu sefer beğenmedim brownieleri.
-;10;10;Kesinlikle tavsiye ederim.
-;10;10;Fit toplar efsane.
-;7;4;Fit brownı sıparıs ettim ama begenmedım yumurta kokusu asırı baskında agızdada onun tadı kaldı umarım bıraz daha gelıstırılebılır.
-;10;10;Mozaik pastasi 10/10.
-;10;10;Yediğim en en iyi brownie, kesinlikle herkese tavsiye ederim. İkram yer fıstığı ezmesi için çok teşekkürler :).
-;8;1;Uzgunum ama cilekli kupun tadi gercekten cok kotuydu. Bir kasenin icine dusuk kaliteli bir kopuk krem santi doldurup icine iki uc cilek atilmis resmen. Kahve guzeldi fakat puanlamiyorum, zaten siseli olarak satiliyor.
-;10;10;Her şey harikaydı. Nutellalı cookie süperdi. Beyaz çikolatalı brownie fazla yoğun ve içi krem şanti gibi geldi kek değildi yani sanki ama hediye kurabiyesi ve yeniyıl kartcığı çok güzel ve şirindi. Çok teşekkür ederim.
-;10;10;Bask biraz dağılmıştı fakat torpilli diye yazdığım için mi bilmiyorum ama 2parçaydı eşim bu tarz tatlara kapalı olduğu halde 1dilimini ona kaptırdım. Yediğim en iyi bask offff! Beyaz çikolu brow efffso bugün yine bask ama yanında mozaik deneyeceğiz.
-;10;9;Fit brownie sini denedim, guzeldi. Fiyatlar biraz fazla.
-;10;10;Fit toplar ve mozaik pasta muhteşem.
-;10;10;Hersey lezizdi, ozellikle de fit toplar!
-;10;10;Her zamanki gibi her şeyiyle mükemmel :).
-;10;10;Kruvasanlar cok lezzetli. Ikram kurabiye icin de ayrica tesekkur ederim.
-;10;10;Gelen herşey muazzamdı.
-;10;10;Gercekten cok lezzetliydi.
-;10;10;Çok lezzetliydi, tavsiye ederim.
-;10;10;Mozaik pasta, san sebastian, brownie, profiterol hepsi o kadar güzeldi ki ellerinize sağlık. İkram ekleriniz için de teşekkürler 33333.
-;10;9;Ananaslı cupa bayıldım çok lezzetliydi fakat kruvasan bana çok taze gelmedi çok beğenmedim yanındaki kurabiye hediye için de çok teşekkür ederim çok tatlı bir ekipsiniz :).
-;10;10;Ilk defa siparis verdim. Sonunda isminde nutella yazip urunde gercek nutella kullanan bir yer :) fistik ezmeli fit cookie ve nutella cookie soyledim cok basariliydi ikisi de. Firstikli cookie baya fazla adet olarak bekledigimden coktu. Yaninda ikramlik ginger cookie de geldi. Isiniz bol olsun!
-;10;10;Cok basarili cok uzun suredir yedigim en guzel tatlilardi paketlemeye verilen ozen isletmenin kalitesini gosteriyordu nefis bir bakery cok begendik.
9;10;9;Daha önce de birkaç kez siparis verdik, hamburgerlerinizi çok begeniyoruz. Ayrıca her siparisle beraber gönderdiğiniz kucuk ikramlar için teşekkür ederiz.
10;10;10;Altta kötü bir yorum görürseniz aldırış etmeyin herkese tavsiye edeceğim muazzam bir yer.
10;10;10;Ürünlerinin her biri çok lezzetli ve özenle hazırlanıyor her defasında. Yemekte chicken mushroom, tatlıda soğuk baklavaları favorim :) ayrıca güler yüzlü kurye ve personelleri ile ailecek gönlümüzü feth ettiler :).
10;10;10;Süper sipariş, her notu okuyup ufak şirin ikramlarda bulunmanız takdire şayan! Teşekkür ederim emeğinize sağlık.
2;10;10;Yarım saatte gelecek olan sipariş tam 1 saatte geldi. Fakat siparişi getiren arkadaşın mütevazı ve kibar davranışı sebebiyle diğer taraflara tam puan verdim. Tabi yemeklerin lezzetleride gayet iyiydi. Hergün dışarıdan sipariş veren biri olarak bir kez daha sizi deneyeceğim. Umarım yanıltmazsınız beni.
9;9;9;Hızlı servis ve lezzetli tavsiye ederim.
10;10;10;Hamburger acayippp doyurucuydu, yalnız pasta üzerinde daha iyi çalışılırsa iyi olacağına inanıyorum, ellerinize saglik.
10;10;10;Mükemmel lezzetli ve hızlı servis. Hamburger o kadar büyüktü ki iki arkadaş ancak tutabildik :) şaka bir yana hambuger gerçekten büyük ve lezetliydi. Beni kazandınız ama yanında küçük ikramlar hoş olabilir ).
10;10;10;Gayet güzeldi.
10;5;7;İçecek gelmedi ayrıca tavuklu quesadilla eskiden daha güzeldi yada bana bu seferlik böyle geldi. Son siparişimiz oldu.
10;10;10;Pasta çok lezzetliydi teşekkürler.
10;10;10;Çok lezzetli ve sıcak geldi. Kolay gelsin.
10;10;10;Gerçekten harika güler yüzlülük, hız, lezzet ellerinize emeğinize sağlık.
10;10;5;Ya normalde aşırı güzel oluyo bu sefer bizi üzdünüz.
10;9;9;Makarna aciydi cocuk yiyemedi aci yapmazsaniz her zaman söyleriz.
10;10;10;Yemekleri guzel yapiyorlar. Elinize saglik.
10;10;10;Müthiş bir restoransınız baaaa yılll dııık.
10;10;10;Fettuccine alfredo çok iyi. Fesleğen sanırım, bir tık fazla gibi gelebilir ama tam istediğim bol soslu, aldanteye kaçan bir makarna ve lezzetli tavuk... Notları dikkate almanız da çok güzel, teşekkür ederim.
10;10;10;Yemekler şahaneydi yine ama gözünüzü seveyim şu efsane elmalı kurabiyenizi de koyun listeye, ikram olarak gönderiyorsunuz tadı damağımızda kalıyor, satışa sunmuyorsunuz. Yediğim en iyi elmalı kurabiyeydi, ustanın ellerine sağlık.
3;3;3;Bayat.
9;9;9;Begendik, servisleri de kaliteli. Ama ara ara kotu sunumlar veya soguk yemekler gelebiliyor. Elinize saglik.
10;10;10;Teşekkür ederiz, elinize saglık.
10;10;10;Lezzeti güzeldi pirinç pilavı yerine bulgur konulmuştu onu sevmedim.
10;10;10;Kori soslu tavuk güzeldi ancak pilavı hiç beğenmedim...
9;6;8;Herşey güzeldi sıcak geldi fakat ne çatal ne bıçak ne peçete koyulmuştu.
9;5;9;Çorba siparişine kaşık eklemezseniz, sunum puanınız düşer...
10;10;10;İkramlarınız için teşekkür ederiz çok beğendik.
10;10;10;Sürekli sipariş veriyorum ve beni her defasında kendinize daha çok hayran bırakıyorsunuz.. Ustadan kuryeye olmayan bir üründe arayıp yerine ne istediğimi soran sabırla teker teker sayan hanımefendiye herkese çok teşekkür ederim. Emeğinize sağlık.
10;10;10;Gayet lezzetliydi. İkram için teşekkürler.
10;10;10;Biz cok begendik. Ama 6 tantuniye 4 yesillik olmamış. Saka bir yana puding hediyesi için de tesekkurler.
10;10;10;Valla bi işin hakkını veriyorsunuz birde tatli göndermişsiniz teşekkür ediyoruz bol kazançlarınız olsun inşallah.
10;10;10;Her gün yiyorum çok beğeniyorum muazzam.
10;8;8;Gayet lezzetli idi. Ama yoğurtluyu yerinde yemek lazım. Haliyle gelene kadar soğumuştu.
10;10;10;Mükemmel lezzet servis hızlı başarılar dilerim.
10;10;10;Hizli ve guzel.
10;10;10;Mükemmel.
9;8;10;Çok hızlı ve gayet lezzetli geldi.
10;10;10;Her zamanki gibi süper.
10;10;10;Mükemmel.
10;10;10;Hızlı ve güzel.
8;9;8;Tantuni bayağı iyiydi.
10;10;10;Şu kurye arkadaşlara pos makinesi kullanmayı öğretin rica ediyorum.
9;8;8;Tavuk tantunisi vasat ve tuzdan yebmiyodu et tantuni cok lezzetliydi hizli teslimat tesekkurler.
10;10;10;Yemeklerınız çok lezzetli.
1;1;1;Yemek geç geldi ve soğuktu.
9;7;3;Et tantuni yazıyor ama yediğimiz bildiğin ciğerdi.
10;10;10;Hız puanı 11 olsa 11 vereceğim o kadar hızlıydılar.
10;10;10;Kalite.
1;1;10;Tam iki saatte geldi geç geldiği için yanına tatlı koymuşlardı.
9;10;10;Yoğunluk var.
5;5;7;Kesinlikle serviste çok kötüsünüz peçete yok ıslak mendil yok kötü paketlenmiş ve geç geliyor üstelik sodexo seçmemize rağmen cihaz getirmeyip başka ödeme türlerine zorluyor. Gidip gelemem çok uzaktan geldim diye bir de üste çıkıyor kurye. Saygısızlık diz boyu. Yazık lezzet de fena değil oysa.
10;10;10;Mükemmel.
5;5;3;Et dürüm tantuni istemiştik ama etten resmen ciğer kokusu geliyordu. Tat olarak beklentimizin altında kaldı açıkcası.
10;10;10;Ellerinize sağlık.
10;10;10;Çok iyi.
10;10;6;Maydonozu azaltmanizi oneririm.
9;7;8;İki tanesinide soğansız domatessiz istemiştim ancak bir tanesi istediğim gibi geldi.
10;10;10;Ellerinize sağlık.
10;8;9;Lezzet ve hız çok iyi, porsiyon biraz küçük ama doydum yine de aç kalmadım.
8;1;9;Zannederim buraya ilk servisleri ve zaten bizim adresde biraz karışık. Gelen kişi çok nazik biriydi. Gecikmeyi umursatmayacak kadar çok. Paketleme tek kelime ile berbat yoğurdun yarısı mantıda yarısı ayrı bir gözde, baharat poşetçikleri de yoğurdun içinde. Lezzet çok iyi.
10;10;10;Hersey güzeldi teşekkür ederim mantı lezzetliydi.
10;10;10;Cok iyi.
10;10;10;Cok iyi.
7;6;9;Lezzetine diyecek söz yok, sinop mantısı çok güzeldi ellerinize sağlık. Ama bir önceki siparişimle son gelen sipariş arasında hem görsel hemde gramaj olarak fark vardı. Bu seferkinde çok az mantı ve çok az ceviz koyulmuş. Vodafone menüsü diye yapıldıysa bu doğru değil.
10;10;10;Cok iyi.
10;10;10;Mükemmel lezzet sinop mantısı. Kurye harika hız iyi servis iyi. Kek hediyesi için teşekkür ederim :).
10;10;10;Cok iyi.
5;1;6; 2 soda siparis ediyorum ücretini alıyorsunuz göndermiyorsunuz dikkat lütfen.
10;9;9;Klasik mantısının lezzeti güzel iyi ki 1. 5 söylemişim porsiyonu burada belirtildiği kadar çok değil normal porsiyon. Kek için ayrıca teşekkür ederim elinize sağlık.
8;6;7;Sinop mantısının kıyması oldukca az geldi bize. Ayrıca su da siparis etmistim ama unutuldu. Sanıyorum yogunluktan. Ama yine de tekrar sans veilecek bir isletme.
10;10;10;Sıcacık geldi buz gibi havada sıcacık çok güzel gitti ellerinize sağlık..
10;10;10;Lezettli mantı, hızlı ve sıcak servis, ikram olarak muazzam lezzetiyle kekelinize emeğinize sağlık.
10;10;10;Mantılardan daha çok bayıldığım birşey varsa oda kekiniz. Bence satışı olmalı. :).
10;10;10;Super.
10;10;10;Çok güzeldi her şey ikram için de teşekkür ederiz.
10;10;10;Cok iyi.
10;10;10;Çok hızlı geldi, sıcaktı ve çok güzeldi. Artık evde mantı yapmama gerek kalmadı hem çok daha güzel hem uğraş yok artık hep sizleyim.
10;10;10;Bayıldım... Çok düzenli ve hızlı bir işletmeydi çok memnun kaldım ve mantının tadı harikaydı!
10;10;10;Süpersiniz temiz ve leziz teşekkürler.
10;10;10;Siz bir efsanesiniz.
10;10;10;Hizli, guzel ve sicakti.
1;8;3;1. 30 saat siparişim geldi onu geçtim mantı sıcak ama tad denilen bişey yoktu bir daha sipariş vermem iyi günler.
10;10;10;Çok lezzetli ve sıcak ulaştı.
10;10;10;Herseyıyle efsane.
10;10;10;
10;10;10;Gayet başarılı.
10;10;10;Mukemmel otesi harika cok. Kuryeleri bayan olmasida ayri guzel. Hayatin her kolunda bayanlarin ekmeğini kazanmasini destekliyorum. Sizin gibi isletmeler hep varolsun insallah.
10;10;1;Beklentim yüksekti ama fabrikasyon bir mantı yedik sanırım.
10;10;8;Tek sorun klasik istememe rağmen cevizli gelmesiydi yoksa tadı inanılma lezzetli ve sıcak.
10;10;10;Sanki ocağın başında gibi sıcacık geldi, etler çok lezzetliydi keza mezeler de öyle. Kurye arkadaşa da nezaketi için teşekkür ediyoruz.
10;10;10;Muhteşem hizmet, muhteşem lezzet, muhteşem kalite! İlk defa sipriş verdik çok memnun kaldık.
10;10;10;Servis cok hizli geldi paketleme gayet iyi ve sicak geldi lahmacun porsiyonu gayet iyiydi tavsiye ederim herkeze.
10;10;10;Herşey çok güzeldi teşekkürler.
8;7;10;Güzel durum lezzetli elinize sağlık.
10;10;10;Yemekte serviste çok iyiydi.
10;10;10;Damak tadınızı seviyorsanız on mumara tercih olur. Fakat tavuk şiş porsiyon soylememize rağmen salata azıcık gönderilmiş.
10;10;9;Kasarli pidenin hamurunun biraz daha ince olmasi ve kizarmasinda bir tik daha az kizarirsa daha mukemmel olacaktir bunun sozunude kenan usatadan aldik elinize emeginize saglik.
10;10;10;Yanında hediye olarak ayran göndermişlerdi jestleri için teşekkürler.
10;10;10;Çok beğendik.
10;10;10;Eksiksiz ve çok hızlı bir sipariş oldu. Yemekleriniz çok lezzetli ve temizdi. Ellerinize sağlık.
1;1;1;Et asla yemeyin berbattı param boşa gitti olduğu gibi çöp.
7;6;9;Ciğer istedim.. Çok az geldi..
